Source ,United States Census Bureau,,,
Note ,Percentage Share of Total Establishments ,,,
URL ,http://www.census.gov/content/census/en/programs-surveys/cbp/data/tables.All.html/,,,
,,,,
Fips Code ,Geography ,Years ,Statistics ,Value 
18083,"Knox County, Indiana",2014,Total Establishments,913
18085,"Kosciusko County, Indiana",2014,Total Establishments,1899
18087,"LaGrange County, Indiana",2014,Total Establishments,801
18089,"Lake County, Indiana",2014,Total Establishments,9852
18091,"LaPorte County, Indiana",2014,Total Establishments,2290
18093,"Lawrence County, Indiana",2014,Total Establishments,857
18095,"Madison County, Indiana",2014,Total Establishments,2242
18097,"Marion County, Indiana",2014,Total Establishments,22808
18099,"Marshall County, Indiana",2014,Total Establishments,1049
18101,"Martin County, Indiana",2014,Total Establishments,181
18103,"Miami County, Indiana",2014,Total Establishments,569
18105,"Monroe County, Indiana",2014,Total Establishments,2892
18107,"Montgomery County, Indiana",2014,Total Establishments,843
18109,"Morgan County, Indiana",2014,Total Establishments,1158
18111,"Newton County, Indiana",2014,Total Establishments,255
18113,"Noble County, Indiana",2014,Total Establishments,867
18115,"Ohio County, Indiana",2014,Total Establishments,86
18117,"Orange County, Indiana",2014,Total Establishments,382
18119,"Owen County, Indiana",2014,Total Establishments,281
18121,"Parke County, Indiana",2014,Total Establishments,255
18123,"Perry County, Indiana",2014,Total Establishments,363
18125,"Pike County, Indiana",2014,Total Establishments,193
18127,"Porter County, Indiana",2014,Total Establishments,3476
18129,"Posey County, Indiana",2014,Total Establishments,480
18131,"Pulaski County, Indiana",2014,Total Establishments,318
18133,"Putnam County, Indiana",2014,Total Establishments,691
18135,"Randolph County, Indiana",2014,Total Establishments,499
18137,"Ripley County, Indiana",2014,Total Establishments,636
18139,"Rush County, Indiana",2014,Total Establishments,363
18141,"St. Joseph County, Indiana",2014,Total Establishments,5740
18143,"Scott County, Indiana",2014,Total Establishments,407
18145,"Shelby County, Indiana",2014,Total Establishments,918
18147,"Spencer County, Indiana",2014,Total Establishments,402
18149,"Starke County, Indiana",2014,Total Establishments,301
18151,"Steuben County, Indiana",2014,Total Establishments,951
18153,"Sullivan County, Indiana",2014,Total Establishments,343
18155,"Switzerland County, Indiana",2014,Total Establishments,127
18157,"Tippecanoe County, Indiana",2014,Total Establishments,3415
18159,"Tipton County, Indiana",2014,Total Establishments,306
18161,"Union County, Indiana",2014,Total Establishments,108
18163,"Vanderburgh County, Indiana",2014,Total Establishments,4938
18165,"Vermillion County, Indiana",2014,Total Establishments,265
18167,"Vigo County, Indiana",2014,Total Establishments,2487
18169,"Wabash County, Indiana",2014,Total Establishments,741
18171,"Warren County, Indiana",2014,Total Establishments,117
18173,"Warrick County, Indiana",2014,Total Establishments,1116
18175,"Washington County, Indiana",2014,Total Establishments,437
18177,"Wayne County, Indiana",2014,Total Establishments,1501
18179,"Wells County, Indiana",2014,Total Establishments,632
18181,"White County, Indiana",2014,Total Establishments,601
18183,"Whitley County, Indiana",2014,Total Establishments,680
