Source ,Bureau of Labor Statistics ,,,
Note,Employment % Change(not seasonal adjusted),,,
URL ,https://data.bls.gov/pdq/SurveyOutputServlet,,,
,,,,
Fips ,Geography ,Years ,Statistics ,Value
18075,"Jay, IN",2010,Employment ,9494
18077,"Jefferson, IN",2010,Employment ,13709
18079,"Jennings, IN",2010,Employment ,11581
18081,"Johnson, IN",2010,Employment ,65284
18083,"Knox, IN",2010,Employment ,17007
18085,"Kosciusko, IN",2010,Employment ,34900
18087,"Lagrange, IN",2010,Employment ,14574
18089,"Lake, IN",2010,Employment ,204394
18091,"LaPorte, IN",2010,Employment ,45158
18093,"Lawrence, IN",2010,Employment ,18100
18095,"Madison, IN",2010,Employment ,52243
18097,"Marion, IN",2010,Employment ,405074
18099,"Marshall, IN",2010,Employment ,20823
18101,"Martin, IN",2010,Employment ,4865
18103,"Miami, IN",2010,Employment ,13956
18105,"Monroe, IN",2010,Employment ,62376
18107,"Montgomery, IN",2010,Employment ,16970
18109,"Morgan, IN",2010,Employment ,31394
18111,"Newton, IN",2010,Employment ,6272
18113,"Noble, IN",2010,Employment ,19984
18115,"Ohio, IN",2010,Employment ,2902
18117,"Orange, IN",2010,Employment ,7948
18119,"Owen, IN",2010,Employment ,9126
18121,"Parke, IN",2010,Employment ,6530
18123,"Perry, IN",2010,Employment ,7987
18125,"Pike, IN",2010,Employment ,5611
18127,"Porter, IN",2010,Employment ,73870
18129,"Posey, IN",2010,Employment ,12440
18131,"Pulaski, IN",2010,Employment ,5736
18133,"Putnam, IN",2010,Employment ,14732
18135,"Randolph, IN",2010,Employment ,11486
18137,"Ripley, IN",2010,Employment ,12898
18139,"Rush, IN",2010,Employment ,7716
18141,"St. Joseph, IN",2010,Employment ,115385
18143,"Scott, IN",2010,Employment ,9195
18145,"Shelby, IN",2010,Employment ,20223
18147,"Spencer, IN",2010,Employment ,10030
18149,"Starke, IN",2010,Employment ,9052
18151,"Steuben, IN",2010,Employment ,16386
18153,"Sullivan, IN",2010,Employment ,8170
18155,"Switzerland, IN",2010,Employment ,4558
18157,"Tippecanoe, IN",2010,Employment ,78864
18159,"Tipton, IN",2010,Employment ,7221
18161,"Union, IN",2010,Employment ,3346
18163,"Vanderburgh, IN",2010,Employment ,83894
18165,"Vermillion, IN",2010,Employment ,6799
18167,"Vigo, IN",2010,Employment ,45402
18169,"Wabash, IN",2010,Employment ,14133
18171,"Warren, IN",2010,Employment ,3758
18173,"Warrick, IN",2010,Employment ,28345
18175,"Washington, IN",2010,Employment ,12118
18177,"Wayne, IN",2010,Employment ,27310
18179,"Wells, IN",2010,Employment ,12757
18181,"White, IN",2010,Employment ,11613
18183,"Whitley, IN",2010,Employment ,15579
18000,Indiana,2005,Employment ,3029959
18001,"Adams, IN",2005,Employment ,15756
18003,"Allen, IN",2005,Employment ,169461
18005,"Bartholomew, IN",2005,Employment ,35576
18007,"Benton, IN",2005,Employment ,4356
18009,"Blackford, IN",2005,Employment ,6330
18011,"Boone, IN",2005,Employment ,26054
18013,"Brown, IN",2005,Employment ,7548
18015,"Carroll, IN",2005,Employment ,9967
18017,"Cass, IN",2005,Employment ,18161
18019,"Clark, IN",2005,Employment ,50569
18021,"Clay, IN",2005,Employment ,12379
18023,"Clinton, IN",2005,Employment ,16042
18025,"Crawford, IN",2005,Employment ,5014
18027,"Daviess, IN",2005,Employment ,14269
18029,"Dearborn, IN",2005,Employment ,24916
18031,"Decatur, IN",2005,Employment ,12051
18033,"DeKalb, IN",2005,Employment ,20531
18035,"Delaware, IN",2005,Employment ,52262
18037,"Dubois, IN",2005,Employment ,21523
18039,"Elkhart, IN",2005,Employment ,97189
18041,"Fayette, IN",2005,Employment ,10526
18043,"Floyd, IN",2005,Employment ,35528
18045,"Fountain, IN",2005,Employment ,8324
18047,"Franklin, IN",2005,Employment ,11278
18049,"Fulton, IN",2005,Employment ,9900
18051,"Gibson, IN",2005,Employment ,16447
18053,"Grant, IN",2005,Employment ,30514
18055,"Greene, IN",2005,Employment ,15620
18057,"Hamilton, IN",2005,Employment ,126120
18059,"Hancock, IN",2005,Employment ,32941
18061,"Harrison, IN",2005,Employment ,18383
18063,"Hendricks, IN",2005,Employment ,66604
18065,"Henry, IN",2005,Employment ,21473
18067,"Howard, IN",2005,Employment ,36607
18069,"Huntington, IN",2005,Employment ,19457
18071,"Jackson, IN",2005,Employment ,21113
18073,"Jasper, IN",2005,Employment ,14356
18075,"Jay, IN",2005,Employment ,11010
18077,"Jefferson, IN",2005,Employment ,16459
18079,"Jennings, IN",2005,Employment ,13045
18081,"Johnson, IN",2005,Employment ,66984
18083,"Knox, IN",2005,Employment ,18266
18085,"Kosciusko, IN",2005,Employment ,39539
18087,"Lagrange, IN",2005,Employment ,16482
18089,"Lake, IN",2005,Employment ,211454
18091,"LaPorte, IN",2005,Employment ,49849
18093,"Lawrence, IN",2005,Employment ,20700
18095,"Madison, IN",2005,Employment ,59035
18097,"Marion, IN",2005,Employment ,433930
18099,"Marshall, IN",2005,Employment ,21543
18101,"Martin, IN",2005,Employment ,4879
