Source , Indiana Youth Institute,,,
Note ,Public School Students Receiving Free or Reduced Price Lunches- 2015,,,
URL ,"http://datacenter.kidscount.org/data/tables/5187-public-school-students-receiving-free-or-reduced-price-lunches?loc=16&loct=5#detailed/5/2292-2383/false/573,869,36,868,867/1279,1280,1281/13762,11655",,,
,,,,
Fips ,Geography ,Year ,Statistic ,Value 
18135,"Randolph County, Indiana",2015,Reduce Lunch,11.6
18137,"Ripley County, Indiana",2015,Reduce Lunch,8
18139,"Rush County, Indiana",2015,Reduce Lunch,9.4
18141,"St. Joseph County, Indiana",2015,Reduce Lunch,8.5
18143,"Scott County, Indiana",2015,Reduce Lunch,8.9
18145,"Shelby County, Indiana",2015,Reduce Lunch,8.7
18147,"Spencer County, Indiana",2015,Reduce Lunch,7.1
18149,"Starke County, Indiana",2015,Reduce Lunch,9.4
18151,"Steuben County, Indiana",2015,Reduce Lunch,12.2
18153,"Sullivan County, Indiana",2015,Reduce Lunch,10.2
18155,"Switzerland County, Indiana",2015,Reduce Lunch,9.3
18157,"Tippecanoe County, Indiana",2015,Reduce Lunch,6.2
18159,"Tipton County, Indiana",2015,Reduce Lunch,8.2
18161,"Union County, Indiana",2015,Reduce Lunch,9.9
18163,"Vanderburgh County, Indiana",2015,Reduce Lunch,9.2
18165,"Vermillion County, Indiana",2015,Reduce Lunch,8.4
18167,"Vigo County, Indiana",2015,Reduce Lunch,9.1
18169,"Wabash County, Indiana",2015,Reduce Lunch,10
18171,"Warren County, Indiana",2015,Reduce Lunch,8
18173,"Warrick County, Indiana",2015,Reduce Lunch,8
18175,"Washington County, Indiana",2015,Reduce Lunch,9.8
18177,"Wayne County, Indiana",2015,Reduce Lunch,9.5
18179,"Wells County, Indiana",2015,Reduce Lunch,8.3
18181,"White County, Indiana",2015,Reduce Lunch,10.5
18183,"Whitley County, Indiana",2015,Reduce Lunch,8.2
18000,Indiana ,2015,Free+Reduce Lunch,49.1
18001,"Adams County, Indiana",2015,Free+Reduce Lunch,39.6
18003,"Allen County, Indiana",2015,Free+Reduce Lunch,50.6
18005,"Bartholomew County, Indiana",2015,Free+Reduce Lunch,44.2
18007,"Benton County, Indiana",2015,Free+Reduce Lunch,48.1
18009,"Blackford County, Indiana",2015,Free+Reduce Lunch,53.6
18011,"Boone County, Indiana",2015,Free+Reduce Lunch,21.3
18013,"Brown County, Indiana",2015,Free+Reduce Lunch,54.9
18015,"Carroll County, Indiana",2015,Free+Reduce Lunch,47.8
18017,"Cass County, Indiana",2015,Free+Reduce Lunch,51
18019,"Clark County, Indiana",2015,Free+Reduce Lunch,50.7
18021,"Clay County, Indiana",2015,Free+Reduce Lunch,53.9
18023,"Clinton County, Indiana",2015,Free+Reduce Lunch,55.7
18025,"Crawford County, Indiana",2015,Free+Reduce Lunch,60.2
18027,"Daviess County, Indiana",2015,Free+Reduce Lunch,52.2
18029,"Dearborn County, Indiana",2015,Free+Reduce Lunch,36
18031,"Decatur County, Indiana",2015,Free+Reduce Lunch,49
18033,"DeKalb County, Indiana",2015,Free+Reduce Lunch,45.1
18035,"Delaware County, Indiana",2015,Free+Reduce Lunch,52.1
18037,"Dubois County, Indiana",2015,Free+Reduce Lunch,33.5
18039,"Elkhart County, Indiana",2015,Free+Reduce Lunch,52.7
18041,"Fayette County, Indiana",2015,Free+Reduce Lunch,64.6
18043,"Floyd County, Indiana",2015,Free+Reduce Lunch,43.6
18045,"Fountain County, Indiana",2015,Free+Reduce Lunch,46.7
18047,"Franklin County, Indiana",2015,Free+Reduce Lunch,48
18049,"Fulton County, Indiana",2015,Free+Reduce Lunch,47.6
18051,"Gibson County, Indiana",2015,Free+Reduce Lunch,38.4
18053,"Grant County, Indiana",2015,Free+Reduce Lunch,61.5
18055,"Greene County, Indiana",2015,Free+Reduce Lunch,47.8
18057,"Hamilton County, Indiana",2015,Free+Reduce Lunch,16.2
18059,"Hancock County, Indiana",2015,Free+Reduce Lunch,26.7
18061,"Harrison County, Indiana",2015,Free+Reduce Lunch,44.3
18063,"Hendricks County, Indiana",2015,Free+Reduce Lunch,26.7
18065,"Henry County, Indiana",2015,Free+Reduce Lunch,51.5
18067,"Howard County, Indiana",2015,Free+Reduce Lunch,51.9
18069,"Huntington County, Indiana",2015,Free+Reduce Lunch,46.5
18071,"Jackson County, Indiana",2015,Free+Reduce Lunch,53
18073,"Jasper County, Indiana",2015,Free+Reduce Lunch,41.3
18075,"Jay County, Indiana",2015,Free+Reduce Lunch,53.7
18077,"Jefferson County, Indiana",2015,Free+Reduce Lunch,52.5
18079,"Jennings County, Indiana",2015,Free+Reduce Lunch,60.4
18081,"Johnson County, Indiana",2015,Free+Reduce Lunch,37.5
18083,"Knox County, Indiana",2015,Free+Reduce Lunch,53
18085,"Kosciusko County, Indiana",2015,Free+Reduce Lunch,48.5
18087,"LaGrange County, Indiana",2015,Free+Reduce Lunch,44.6
18089,"Lake County, Indiana",2015,Free+Reduce Lunch,56.7
18091,"LaPorte County, Indiana",2015,Free+Reduce Lunch,53.8
18093,"Lawrence County, Indiana",2015,Free+Reduce Lunch,51.4
18095,"Madison County, Indiana",2015,Free+Reduce Lunch,56.7
18097,"Marion County, Indiana",2015,Free+Reduce Lunch,68.4
18099,"Marshall County, Indiana",2015,Free+Reduce Lunch,51.5
18101,"Martin County, Indiana",2015,Free+Reduce Lunch,49.2
18103,"Miami County, Indiana",2015,Free+Reduce Lunch,51.2
18105,"Monroe County, Indiana",2015,Free+Reduce Lunch,36.9
18107,"Montgomery County, Indiana",2015,Free+Reduce Lunch,48.7
18109,"Morgan County, Indiana",2015,Free+Reduce Lunch,45
18111,"Newton County, Indiana",2015,Free+Reduce Lunch,52.7
18113,"Noble County, Indiana",2015,Free+Reduce Lunch,51.3
18115,"Ohio County, Indiana",2015,Free+Reduce Lunch,35.9
18117,"Orange County, Indiana",2015,Free+Reduce Lunch,53.7
18119,"Owen County, Indiana",2015,Free+Reduce Lunch,54.5
18121,"Parke County, Indiana",2015,Free+Reduce Lunch,55.9
18123,"Perry County, Indiana",2015,Free+Reduce Lunch,46.1
18125,"Pike County, Indiana",2015,Free+Reduce Lunch,41.7
18127,"Porter County, Indiana",2015,Free+Reduce Lunch,34.5
18129,"Posey County, Indiana",2015,Free+Reduce Lunch,35.1
18131,"Pulaski County, Indiana",2015,Free+Reduce Lunch,47.2
18133,"Putnam County, Indiana",2015,Free+Reduce Lunch,47.1
18135,"Randolph County, Indiana",2015,Free+Reduce Lunch,56.2
18137,"Ripley County, Indiana",2015,Free+Reduce Lunch,39.1
18139,"Rush County, Indiana",2015,Free+Reduce Lunch,49.6
18141,"St. Joseph County, Indiana",2015,Free+Reduce Lunch,58.2
18143,"Scott County, Indiana",2015,Free+Reduce Lunch,58.7
18145,"Shelby County, Indiana",2015,Free+Reduce Lunch,47.8
18147,"Spencer County, Indiana",2015,Free+Reduce Lunch,35.1
18149,"Starke County, Indiana",2015,Free+Reduce Lunch,56.4
18151,"Steuben County, Indiana",2015,Free+Reduce Lunch,45.6
18153,"Sullivan County, Indiana",2015,Free+Reduce Lunch,51.4
18155,"Switzerland County, Indiana",2015,Free+Reduce Lunch,52.8
18157,"Tippecanoe County, Indiana",2015,Free+Reduce Lunch,45.1
18159,"Tipton County, Indiana",2015,Free+Reduce Lunch,39.7
18161,"Union County, Indiana",2015,Free+Reduce Lunch,44.9
18163,"Vanderburgh County, Indiana",2015,Free+Reduce Lunch,58.9
18165,"Vermillion County, Indiana",2015,Free+Reduce Lunch,49.6
18167,"Vigo County, Indiana",2015,Free+Reduce Lunch,56.7
18169,"Wabash County, Indiana",2015,Free+Reduce Lunch,49.1
18171,"Warren County, Indiana",2015,Free+Reduce Lunch,40
18173,"Warrick County, Indiana",2015,Free+Reduce Lunch,31.4
18175,"Washington County, Indiana",2015,Free+Reduce Lunch,52.1
18177,"Wayne County, Indiana",2015,Free+Reduce Lunch,60.7
18179,"Wells County, Indiana",2015,Free+Reduce Lunch,36.7
18181,"White County, Indiana",2015,Free+Reduce Lunch,47.9
18183,"Whitley County, Indiana",2015,Free+Reduce Lunch,30.7
